language_code,language,seed,ranking_method,top_k,num_features,test_rows,test_groups,model_family,accuracy,best_params,cv_accuracy
zh,Chinese,55,welch,5,5,67,45,RF,0.7313432835820896,{'clf__n_estimators': 100},0.6388468468468469
zh,Chinese,55,welch,10,10,67,45,RF,0.7611940298507462,{'clf__n_estimators': 100},0.6601081081081082
zh,Chinese,55,welch,20,20,67,45,RF,0.7761194029850746,{'clf__n_estimators': 200},0.6492972972972973
zh,Chinese,55,welch,50,50,67,45,LR,0.8805970149253731,{'clf__C': 10},0.6682882882882882
zh,Chinese,55,welch,100,100,67,45,RF,0.8208955223880597,{'clf__n_estimators': 50},0.6926126126126125
zh,Chinese,55,welch,all,192,67,45,RF,0.835820895522388,{'clf__n_estimators': 200},0.6793513513513514
zh,Chinese,55,welch_bonferroni,5,5,67,45,RF,0.7761194029850746,{'clf__n_estimators': 50},0.6198558558558559
zh,Chinese,55,welch_bonferroni,10,10,67,45,RF,0.7611940298507462,{'clf__n_estimators': 50},0.6575495495495495
zh,Chinese,55,welch_bonferroni,20,20,67,45,RF,0.7761194029850746,{'clf__n_estimators': 50},0.6708828828828828
zh,Chinese,55,welch_bonferroni,50,50,67,45,LR,0.8805970149253731,{'clf__C': 10},0.6790990990990992
zh,Chinese,55,welch_bonferroni,100,100,67,45,RF,0.8208955223880597,{'clf__n_estimators': 200},0.68190990990991
zh,Chinese,55,welch_bonferroni,all,192,67,45,RF,0.835820895522388,{'clf__n_estimators': 200},0.6793513513513514
el,Greek,55,anova,5,5,43,29,RF,0.7441860465116279,{'clf__n_estimators': 200},0.7443697478991596
el,Greek,55,anova,10,10,43,29,LR,0.7209302325581395,{'clf__C': 0.1},0.714453781512605
el,Greek,55,anova,20,20,43,29,RF,0.7441860465116279,{'clf__n_estimators': 100},0.7326050420168067
el,Greek,55,anova,50,50,43,29,SVM,0.6976744186046512,"{'clf__C': 10, 'clf__kernel': 'rbf'}",0.7677310924369748
el,Greek,55,anova,100,100,43,29,RF,0.7674418604651163,{'clf__n_estimators': 100},0.7618487394957982
el,Greek,55,anova,all,192,43,29,RF,0.7441860465116279,{'clf__n_estimators': 50},0.7618487394957982
el,Greek,55,welch,5,5,43,29,LR,0.6744186046511628,{'clf__C': 1},0.7386554621848739
el,Greek,55,welch,10,10,43,29,SVM,0.6744186046511628,"{'clf__C': 1, 'clf__kernel': 'rbf'}",0.7438655462184874
el,Greek,55,welch,20,20,43,29,RF,0.7209302325581395,{'clf__n_estimators': 50},0.7211764705882352
el,Greek,55,welch,50,50,43,29,SVM,0.6511627906976745,"{'clf__C': 10, 'clf__kernel': 'rbf'}",0.7206722689075631
el,Greek,55,welch,100,100,43,29,SVM,0.7441860465116279,"{'clf__C': 1, 'clf__kernel': 'rbf'}",0.7324369747899159
el,Greek,55,welch,all,192,43,29,RF,0.7441860465116279,{'clf__n_estimators': 50},0.7618487394957982
el,Greek,55,welch_bonferroni,5,5,43,29,LR,0.6744186046511628,{'clf__C': 1},0.7386554621848739
el,Greek,55,welch_bonferroni,10,10,43,29,SVM,0.6511627906976745,"{'clf__C': 1, 'clf__kernel': 'rbf'}",0.773109243697479
el,Greek,55,welch_bonferroni,20,20,43,29,SVM,0.6744186046511628,"{'clf__C': 1, 'clf__kernel': 'rbf'}",0.7791596638655462
el,Greek,55,welch_bonferroni,50,50,43,29,DT,0.7209302325581395,{'clf__max_depth': 10},0.6922689075630253
el,Greek,55,welch_bonferroni,100,100,43,29,RF,0.7441860465116279,{'clf__n_estimators': 200},0.7615126050420168
el,Greek,55,welch_bonferroni,all,192,43,29,RF,0.7441860465116279,{'clf__n_estimators': 50},0.7618487394957982
en,English,56,anova,5,5,462,381,RF,0.8225108225108225,{'clf__n_estimators': 200},0.8065839572192515
en,English,56,anova,10,10,462,381,LR,0.8354978354978355,{'clf__C': 0.1},0.8033839572192513
en,English,56,anova,20,20,462,381,LR,0.8246753246753247,{'clf__C': 0.1},0.8033868092691623
en,English,56,anova,50,50,462,381,RF,0.8506493506493507,{'clf__n_estimators': 200},0.8156420677361853
en,English,56,anova,100,100,462,381,RF,0.8376623376623377,{'clf__n_estimators': 50},0.782053475935829
en,English,56,anova,all,193,462,381,RF,0.8484848484848485,{'clf__n_estimators': 50},0.7740434937611409
en,English,56,welch,5,5,462,381,RF,0.8073593073593074,{'clf__n_estimators': 200},0.7916477718360071
en,English,56,welch,10,10,462,381,LR,0.8073593073593074,{'clf__C': 1},0.7804463458110517
en,English,56,welch,20,20,462,381,LR,0.8398268398268398,{'clf__C': 1},0.7927101604278075
en,English,56,welch,50,50,462,381,RF,0.8463203463203464,{'clf__n_estimators': 100},0.7980335115864527
en,English,56,welch,100,70,462,381,RF,0.8441558441558441,{'clf__n_estimators': 50},0.8140292335115864
en,English,56,welch,all,193,462,381,RF,0.8484848484848485,{'clf__n_estimators': 50},0.7740434937611409
en,English,56,welch_bonferroni,5,5,462,381,LR,0.8246753246753247,{'clf__C': 0.1},0.7697739750445634
en,English,56,welch_bonferroni,10,10,462,381,RF,0.8354978354978355,{'clf__n_estimators': 200},0.8054702317290554
en,English,56,welch_bonferroni,20,20,462,381,LR,0.8333333333333334,{'clf__C': 0.1},0.7937811051693404
en,English,56,welch_bonferroni,50,50,462,381,RF,0.8484848484848485,{'clf__n_estimators': 50},0.8033682709447415
en,English,56,welch_bonferroni,100,70,462,381,RF,0.854978354978355,{'clf__n_estimators': 200},0.8129739750445631
en,English,56,welch_bonferroni,all,193,462,381,RF,0.8484848484848485,{'clf__n_estimators': 50},0.7740434937611409
es,Spanish,56,anova,5,5,52,25,RF,0.7115384615384616,{'clf__n_estimators': 100},0.6875
es,Spanish,56,anova,10,10,52,25,LR,0.7307692307692307,{'clf__C': 1},0.7166666666666666
es,Spanish,56,anova,20,20,52,25,LR,0.75,{'clf__C': 10},0.7208333333333333
es,Spanish,56,anova,50,50,52,25,SVM,0.7115384615384616,"{'clf__C': 10, 'clf__kernel': 'rbf'}",0.7291666666666667
es,Spanish,56,anova,100,69,52,25,RF,0.7307692307692307,{'clf__n_estimators': 200},0.6958333333333334
es,Spanish,56,anova,all,69,52,25,LR,0.7115384615384616,{'clf__C': 0.1},0.7083333333333333
es,Spanish,56,welch,5,5,52,25,LR,0.6923076923076923,{'clf__C': 1},0.6875
es,Spanish,56,welch,10,10,52,25,SVM,0.6923076923076923,"{'clf__C': 0.1, 'clf__kernel': 'rbf'}",0.6874999999999999
es,Spanish,56,welch,20,20,52,25,LR,0.6538461538461539,{'clf__C': 10},0.6749999999999999
es,Spanish,56,welch,50,50,52,25,LR,0.6923076923076923,{'clf__C': 0.1},0.6833333333333333
es,Spanish,56,welch,100,69,52,25,RF,0.75,{'clf__n_estimators': 100},0.7083333333333333
es,Spanish,56,welch,all,69,52,25,LR,0.7115384615384616,{'clf__C': 0.1},0.7083333333333333
es,Spanish,56,welch_bonferroni,5,5,52,25,SVM,0.6923076923076923,"{'clf__C': 0.1, 'clf__kernel': 'linear'}",0.6916666666666667
es,Spanish,56,welch_bonferroni,10,10,52,25,SVM,0.6923076923076923,"{'clf__C': 0.1, 'clf__kernel': 'rbf'}",0.6874999999999999
es,Spanish,56,welch_bonferroni,20,20,52,25,LR,0.6923076923076923,{'clf__C': 10},0.6875
es,Spanish,56,welch_bonferroni,50,50,52,25,RF,0.6923076923076923,{'clf__n_estimators': 200},0.6875
es,Spanish,56,welch_bonferroni,100,69,52,25,RF,0.7307692307692307,{'clf__n_estimators': 100},0.6916666666666667
es,Spanish,56,welch_bonferroni,all,69,52,25,LR,0.7115384615384616,{'clf__C': 0.1},0.7083333333333333
zh,Chinese,56,anova,5,5,79,45,RF,0.6582278481012658,{'clf__n_estimators': 100},0.6305555555555555
zh,Chinese,56,anova,10,10,79,45,DT,0.7848101265822784,{'clf__max_depth': 10},0.6277777777777778
zh,Chinese,56,anova,20,20,79,45,SVM,0.810126582278481,"{'clf__C': 10, 'clf__kernel': 'rbf'}",0.6944444444444444
zh,Chinese,56,anova,50,50,79,45,RF,0.810126582278481,{'clf__n_estimators': 200},0.7083333333333333
zh,Chinese,56,anova,100,100,79,45,RF,0.8481012658227848,{'clf__n_estimators': 200},0.7111111111111111
zh,Chinese,56,anova,all,192,79,45,RF,0.8607594936708861,{'clf__n_estimators': 200},0.711111111111111
zh,Chinese,56,welch,5,5,79,45,RF,0.5569620253164557,{'clf__n_estimators': 200},0.6027777777777777
zh,Chinese,56,welch,10,10,79,45,RF,0.7215189873417721,{'clf__n_estimators': 50},0.6666666666666666
zh,Chinese,56,welch,20,20,79,45,SVM,0.7341772151898734,"{'clf__C': 10, 'clf__kernel': 'rbf'}",0.6694444444444444
zh,Chinese,56,welch,50,50,79,45,RF,0.810126582278481,{'clf__n_estimators': 200},0.7055555555555556
zh,Chinese,56,welch,100,100,79,45,LR,0.8607594936708861,{'clf__C': 0.1},0.65
zh,Chinese,56,welch,all,192,79,45,RF,0.8607594936708861,{'clf__n_estimators': 200},0.711111111111111
zh,Chinese,56,welch_bonferroni,5,5,79,45,RF,0.6455696202531646,{'clf__n_estimators': 50},0.6305555555555556
zh,Chinese,56,welch_bonferroni,10,10,79,45,LR,0.7468354430379747,{'clf__C': 0.1},0.625
zh,Chinese,56,welch_bonferroni,20,20,79,45,SVM,0.7215189873417721,"{'clf__C': 10, 'clf__kernel': 'rbf'}",0.6888888888888889
zh,Chinese,56,welch_bonferroni,50,50,79,45,RF,0.7974683544303798,{'clf__n_estimators': 100},0.6944444444444444
zh,Chinese,56,welch_bonferroni,100,100,79,45,SVM,0.8734177215189873,"{'clf__C': 10, 'clf__kernel': 'rbf'}",0.6833333333333333
zh,Chinese,56,welch_bonferroni,all,192,79,45,RF,0.8607594936708861,{'clf__n_estimators': 200},0.711111111111111
el,Greek,56,anova,5,5,51,29,RF,0.7450980392156863,{'clf__n_estimators': 100},0.6941287878787878
el,Greek,56,anova,10,10,51,29,RF,0.7843137254901961,{'clf__n_estimators': 200},0.7070075757575758
el,Greek,56,anova,20,20,51,29,RF,0.803921568627451,{'clf__n_estimators': 50},0.7193181818181819
el,Greek,56,anova,50,50,51,29,LR,0.803921568627451,{'clf__C': 0.1},0.7070075757575757
el,Greek,56,anova,100,100,51,29,RF,0.8431372549019608,{'clf__n_estimators': 50},0.718939393939394
el,Greek,56,anova,all,192,51,29,RF,0.9019607843137255,{'clf__n_estimators': 200},0.74375
el,Greek,56,welch,5,5,51,29,LR,0.7843137254901961,{'clf__C': 0.1},0.6214015151515151
el,Greek,56,welch,10,10,51,29,LR,0.803921568627451,{'clf__C': 1},0.621969696969697
el,Greek,56,welch,20,20,51,29,LR,0.7843137254901961,{'clf__C': 0.1},0.6399621212121211
el,Greek,56,welch,50,50,51,29,RF,0.7647058823529411,{'clf__n_estimators': 50},0.7257575757575758
el,Greek,56,welch,100,100,51,29,RF,0.8431372549019608,{'clf__n_estimators': 100},0.6952651515151516
el,Greek,56,welch,all,192,51,29,RF,0.9019607843137255,{'clf__n_estimators': 200},0.74375
el,Greek,56,welch_bonferroni,5,5,51,29,LR,0.7843137254901961,{'clf__C': 0.1},0.6214015151515151
el,Greek,56,welch_bonferroni,10,10,51,29,LR,0.803921568627451,{'clf__C': 0.1},0.615909090909091
el,Greek,56,welch_bonferroni,20,20,51,29,RF,0.7843137254901961,{'clf__n_estimators': 50},0.7318181818181818
el,Greek,56,welch_bonferroni,50,50,51,29,RF,0.8235294117647058,{'clf__n_estimators': 50},0.75625
el,Greek,56,welch_bonferroni,100,100,51,29,SVM,0.7843137254901961,"{'clf__C': 10, 'clf__kernel': 'rbf'}",0.7681818181818182
el,Greek,56,welch_bonferroni,all,192,51,29,RF,0.9019607843137255,{'clf__n_estimators': 200},0.74375
