Loading manifest and rich feature table
pd_ctp_pooled_rich: subset=all_universal top_k=20 model=lr:c1 bal_acc=0.706 auroc=0.781
pd_ctp_pooled_rich: subset=all_universal top_k=20 model=dt:depth20 bal_acc=0.679 auroc=0.678
pd_ctp_pooled_rich: subset=all_universal top_k=20 model=rf:n200 bal_acc=0.726 auroc=0.793
pd_ctp_pooled_rich: subset=all_universal top_k=20 model=svm:linear_c1 bal_acc=0.692 auroc=0.771
pd_ctp_pooled_rich: subset=all_universal top_k=20 model=svm:rbf_c1 bal_acc=0.705 auroc=0.779
pd_ctp_pooled_rich: subset=all_universal top_k=50 model=lr:c1 bal_acc=0.714 auroc=0.808
pd_ctp_pooled_rich: subset=all_universal top_k=50 model=dt:depth20 bal_acc=0.711 auroc=0.714
pd_ctp_pooled_rich: subset=all_universal top_k=50 model=rf:n200 bal_acc=0.716 auroc=0.834
pd_ctp_pooled_rich: subset=all_universal top_k=50 model=svm:linear_c1 bal_acc=0.709 auroc=0.793
pd_ctp_pooled_rich: subset=all_universal top_k=50 model=svm:rbf_c1 bal_acc=0.734 auroc=0.830
pd_ctp_pooled_rich: subset=all_universal top_k=100 model=lr:c1 bal_acc=0.734 auroc=0.818
pd_ctp_pooled_rich: subset=all_universal top_k=100 model=dt:depth20 bal_acc=0.695 auroc=0.700
pd_ctp_pooled_rich: subset=all_universal top_k=100 model=rf:n200 bal_acc=0.722 auroc=0.851
pd_ctp_pooled_rich: subset=all_universal top_k=100 model=svm:linear_c1 bal_acc=0.751 auroc=0.813
pd_ctp_pooled_rich: subset=all_universal top_k=100 model=svm:rbf_c1 bal_acc=0.723 auroc=0.828
pd_ctp_pooled_rich: subset=all_universal top_k=all model=lr:c1 bal_acc=0.736 auroc=0.818
pd_ctp_pooled_rich: subset=all_universal top_k=all model=dt:depth20 bal_acc=0.719 auroc=0.731
pd_ctp_pooled_rich: subset=all_universal top_k=all model=rf:n200 bal_acc=0.731 auroc=0.860
pd_ctp_pooled_rich: subset=all_universal top_k=all model=svm:linear_c1 bal_acc=0.746 auroc=0.812
pd_ctp_pooled_rich: subset=all_universal top_k=all model=svm:rbf_c1 bal_acc=0.721 auroc=0.833
pd_ctp_pooled_rich: subset=text_only top_k=5 model=lr:c1 bal_acc=0.700 auroc=0.738
pd_ctp_pooled_rich: subset=text_only top_k=5 model=dt:depth20 bal_acc=0.687 auroc=0.682
pd_ctp_pooled_rich: subset=text_only top_k=5 model=rf:n200 bal_acc=0.711 auroc=0.762
pd_ctp_pooled_rich: subset=text_only top_k=5 model=svm:linear_c1 bal_acc=0.699 auroc=0.727
pd_ctp_pooled_rich: subset=text_only top_k=5 model=svm:rbf_c1 bal_acc=0.684 auroc=0.720
pd_ctp_pooled_rich: subset=text_only top_k=10 model=lr:c1 bal_acc=0.706 auroc=0.762
pd_ctp_pooled_rich: subset=text_only top_k=10 model=dt:depth20 bal_acc=0.697 auroc=0.727
pd_ctp_pooled_rich: subset=text_only top_k=10 model=rf:n200 bal_acc=0.705 auroc=0.781
pd_ctp_pooled_rich: subset=text_only top_k=10 model=svm:linear_c1 bal_acc=0.686 auroc=0.738
pd_ctp_pooled_rich: subset=text_only top_k=10 model=svm:rbf_c1 bal_acc=0.681 auroc=0.741
pd_ctp_pooled_rich: subset=text_only top_k=20 model=lr:c1 bal_acc=0.706 auroc=0.781
pd_ctp_pooled_rich: subset=text_only top_k=20 model=dt:depth20 bal_acc=0.679 auroc=0.678
pd_ctp_pooled_rich: subset=text_only top_k=20 model=rf:n200 bal_acc=0.726 auroc=0.793
pd_ctp_pooled_rich: subset=text_only top_k=20 model=svm:linear_c1 bal_acc=0.692 auroc=0.771
pd_ctp_pooled_rich: subset=text_only top_k=20 model=svm:rbf_c1 bal_acc=0.705 auroc=0.779
pd_ctp_pooled_rich: subset=text_only top_k=50 model=lr:c1 bal_acc=0.718 auroc=0.801
pd_ctp_pooled_rich: subset=text_only top_k=50 model=dt:depth20 bal_acc=0.689 auroc=0.694
pd_ctp_pooled_rich: subset=text_only top_k=50 model=rf:n200 bal_acc=0.721 auroc=0.814
pd_ctp_pooled_rich: subset=text_only top_k=50 model=svm:linear_c1 bal_acc=0.712 auroc=0.789
pd_ctp_pooled_rich: subset=text_only top_k=50 model=svm:rbf_c1 bal_acc=0.745 auroc=0.804
pd_ctp_pooled_rich: subset=text_only top_k=100 model=lr:c1 bal_acc=0.719 auroc=0.797
pd_ctp_pooled_rich: subset=text_only top_k=100 model=dt:depth20 bal_acc=0.683 auroc=0.681
pd_ctp_pooled_rich: subset=text_only top_k=100 model=rf:n200 bal_acc=0.706 auroc=0.818
pd_ctp_pooled_rich: subset=text_only top_k=100 model=svm:linear_c1 bal_acc=0.724 auroc=0.788
pd_ctp_pooled_rich: subset=text_only top_k=100 model=svm:rbf_c1 bal_acc=0.722 auroc=0.795
pd_ctp_pooled_rich: subset=text_only top_k=all model=lr:c1 bal_acc=0.719 auroc=0.797
pd_ctp_pooled_rich: subset=text_only top_k=all model=dt:depth20 bal_acc=0.682 auroc=0.685
pd_ctp_pooled_rich: subset=text_only top_k=all model=rf:n200 bal_acc=0.709 auroc=0.831
pd_ctp_pooled_rich: subset=text_only top_k=all model=svm:linear_c1 bal_acc=0.724 auroc=0.788
pd_ctp_pooled_rich: subset=text_only top_k=all model=svm:rbf_c1 bal_acc=0.722 auroc=0.795
pd_ctp_pooled_rich: subset=pause_only top_k=5 model=lr:c1 bal_acc=0.600 auroc=0.589
pd_ctp_pooled_rich: subset=pause_only top_k=5 model=dt:depth20 bal_acc=0.666 auroc=0.697
pd_ctp_pooled_rich: subset=pause_only top_k=5 model=rf:n200 bal_acc=0.663 auroc=0.700
pd_ctp_pooled_rich: subset=pause_only top_k=5 model=svm:linear_c1 bal_acc=0.531 auroc=0.589
pd_ctp_pooled_rich: subset=pause_only top_k=5 model=svm:rbf_c1 bal_acc=0.601 auroc=0.619
pd_ctp_pooled_rich: subset=pause_only top_k=10 model=lr:c1 bal_acc=0.610 auroc=0.603
pd_ctp_pooled_rich: subset=pause_only top_k=10 model=dt:depth20 bal_acc=0.675 auroc=0.703
pd_ctp_pooled_rich: subset=pause_only top_k=10 model=rf:n200 bal_acc=0.665 auroc=0.704
pd_ctp_pooled_rich: subset=pause_only top_k=10 model=svm:linear_c1 bal_acc=0.543 auroc=0.591
pd_ctp_pooled_rich: subset=pause_only top_k=10 model=svm:rbf_c1 bal_acc=0.601 auroc=0.637
pd_ctp_pooled_rich: subset=pause_only top_k=20 model=lr:c1 bal_acc=0.615 auroc=0.613
pd_ctp_pooled_rich: subset=pause_only top_k=20 model=dt:depth20 bal_acc=0.666 auroc=0.686
pd_ctp_pooled_rich: subset=pause_only top_k=20 model=rf:n200 bal_acc=0.661 auroc=0.695
pd_ctp_pooled_rich: subset=pause_only top_k=20 model=svm:linear_c1 bal_acc=0.562 auroc=0.605
pd_ctp_pooled_rich: subset=pause_only top_k=20 model=svm:rbf_c1 bal_acc=0.584 auroc=0.640
pd_ctp_pooled_rich: subset=pause_only top_k=50 model=lr:c1 bal_acc=0.617 auroc=0.613
pd_ctp_pooled_rich: subset=pause_only top_k=50 model=dt:depth20 bal_acc=0.676 auroc=0.703
pd_ctp_pooled_rich: subset=pause_only top_k=50 model=rf:n200 bal_acc=0.657 auroc=0.695
pd_ctp_pooled_rich: subset=pause_only top_k=50 model=svm:linear_c1 bal_acc=0.558 auroc=0.606
pd_ctp_pooled_rich: subset=pause_only top_k=50 model=svm:rbf_c1 bal_acc=0.590 auroc=0.639
pd_ctp_pooled_rich: subset=pause_only top_k=100 model=lr:c1 bal_acc=0.617 auroc=0.613
pd_ctp_pooled_rich: subset=pause_only top_k=100 model=dt:depth20 bal_acc=0.676 auroc=0.703
pd_ctp_pooled_rich: subset=pause_only top_k=100 model=rf:n200 bal_acc=0.657 auroc=0.695
pd_ctp_pooled_rich: subset=pause_only top_k=100 model=svm:linear_c1 bal_acc=0.558 auroc=0.606
pd_ctp_pooled_rich: subset=pause_only top_k=100 model=svm:rbf_c1 bal_acc=0.590 auroc=0.639
pd_ctp_pooled_rich: subset=pause_only top_k=all model=lr:c1 bal_acc=0.617 auroc=0.613
pd_ctp_pooled_rich: subset=pause_only top_k=all model=dt:depth20 bal_acc=0.676 auroc=0.702
pd_ctp_pooled_rich: subset=pause_only top_k=all model=rf:n200 bal_acc=0.664 auroc=0.693
pd_ctp_pooled_rich: subset=pause_only top_k=all model=svm:linear_c1 bal_acc=0.558 auroc=0.606
pd_ctp_pooled_rich: subset=pause_only top_k=all model=svm:rbf_c1 bal_acc=0.590 auroc=0.639
pd_ctp_pooled_rich: subset=speech_graph_only top_k=5 model=lr:c1 bal_acc=0.538 auroc=0.593
pd_ctp_pooled_rich: subset=speech_graph_only top_k=5 model=dt:depth20 bal_acc=0.605 auroc=0.609
pd_ctp_pooled_rich: subset=speech_graph_only top_k=5 model=rf:n200 bal_acc=0.609 auroc=0.697
pd_ctp_pooled_rich: subset=speech_graph_only top_k=5 model=svm:linear_c1 bal_acc=0.567 auroc=0.596
pd_ctp_pooled_rich: subset=speech_graph_only top_k=5 model=svm:rbf_c1 bal_acc=0.582 auroc=0.618
pd_ctp_pooled_rich: subset=speech_graph_only top_k=10 model=lr:c1 bal_acc=0.538 auroc=0.593
pd_ctp_pooled_rich: subset=speech_graph_only top_k=10 model=dt:depth20 bal_acc=0.605 auroc=0.609
pd_ctp_pooled_rich: subset=speech_graph_only top_k=10 model=rf:n200 bal_acc=0.609 auroc=0.697
pd_ctp_pooled_rich: subset=speech_graph_only top_k=10 model=svm:linear_c1 bal_acc=0.567 auroc=0.596
pd_ctp_pooled_rich: subset=speech_graph_only top_k=10 model=svm:rbf_c1 bal_acc=0.582 auroc=0.618
pd_ctp_pooled_rich: subset=speech_graph_only top_k=20 model=lr:c1 bal_acc=0.538 auroc=0.593
pd_ctp_pooled_rich: subset=speech_graph_only top_k=20 model=dt:depth20 bal_acc=0.605 auroc=0.609
pd_ctp_pooled_rich: subset=speech_graph_only top_k=20 model=rf:n200 bal_acc=0.609 auroc=0.697
pd_ctp_pooled_rich: subset=speech_graph_only top_k=20 model=svm:linear_c1 bal_acc=0.567 auroc=0.596
pd_ctp_pooled_rich: subset=speech_graph_only top_k=20 model=svm:rbf_c1 bal_acc=0.582 auroc=0.618
pd_ctp_pooled_rich: subset=speech_graph_only top_k=50 model=lr:c1 bal_acc=0.538 auroc=0.593
pd_ctp_pooled_rich: subset=speech_graph_only top_k=50 model=dt:depth20 bal_acc=0.605 auroc=0.609
pd_ctp_pooled_rich: subset=speech_graph_only top_k=50 model=rf:n200 bal_acc=0.609 auroc=0.697
pd_ctp_pooled_rich: subset=speech_graph_only top_k=50 model=svm:linear_c1 bal_acc=0.567 auroc=0.596
pd_ctp_pooled_rich: subset=speech_graph_only top_k=50 model=svm:rbf_c1 bal_acc=0.582 auroc=0.618
pd_ctp_pooled_rich: subset=speech_graph_only top_k=100 model=lr:c1 bal_acc=0.538 auroc=0.593
pd_ctp_pooled_rich: subset=speech_graph_only top_k=100 model=dt:depth20 bal_acc=0.605 auroc=0.609
pd_ctp_pooled_rich: subset=speech_graph_only top_k=100 model=rf:n200 bal_acc=0.609 auroc=0.697
pd_ctp_pooled_rich: subset=speech_graph_only top_k=100 model=svm:linear_c1 bal_acc=0.567 auroc=0.596
pd_ctp_pooled_rich: subset=speech_graph_only top_k=100 model=svm:rbf_c1 bal_acc=0.582 auroc=0.618
pd_ctp_pooled_rich: subset=speech_graph_only top_k=all model=lr:c1 bal_acc=0.538 auroc=0.593
pd_ctp_pooled_rich: subset=speech_graph_only top_k=all model=dt:depth20 bal_acc=0.597 auroc=0.605
pd_ctp_pooled_rich: subset=speech_graph_only top_k=all model=rf:n200 bal_acc=0.612 auroc=0.695
pd_ctp_pooled_rich: subset=speech_graph_only top_k=all model=svm:linear_c1 bal_acc=0.567 auroc=0.596
pd_ctp_pooled_rich: subset=speech_graph_only top_k=all model=svm:rbf_c1 bal_acc=0.582 auroc=0.618
pd_ctp_pooled_rich: subset=acoustic_only top_k=5 model=lr:c1 bal_acc=0.526 auroc=0.527
pd_ctp_pooled_rich: subset=acoustic_only top_k=5 model=dt:depth20 bal_acc=0.531 auroc=0.532
pd_ctp_pooled_rich: subset=acoustic_only top_k=5 model=rf:n200 bal_acc=0.538 auroc=0.548
pd_ctp_pooled_rich: subset=acoustic_only top_k=5 model=svm:linear_c1 bal_acc=0.532 auroc=0.528
pd_ctp_pooled_rich: subset=acoustic_only top_k=5 model=svm:rbf_c1 bal_acc=0.540 auroc=0.538
pd_ctp_pooled_rich: subset=acoustic_only top_k=10 model=lr:c1 bal_acc=0.538 auroc=0.549
pd_ctp_pooled_rich: subset=acoustic_only top_k=10 model=dt:depth20 bal_acc=0.523 auroc=0.517
pd_ctp_pooled_rich: subset=acoustic_only top_k=10 model=rf:n200 bal_acc=0.534 auroc=0.543
pd_ctp_pooled_rich: subset=acoustic_only top_k=10 model=svm:linear_c1 bal_acc=0.527 auroc=0.531
pd_ctp_pooled_rich: subset=acoustic_only top_k=10 model=svm:rbf_c1 bal_acc=0.547 auroc=0.527
pd_ctp_pooled_rich: subset=acoustic_only top_k=20 model=lr:c1 bal_acc=0.537 auroc=0.549
pd_ctp_pooled_rich: subset=acoustic_only top_k=20 model=dt:depth20 bal_acc=0.519 auroc=0.509
pd_ctp_pooled_rich: subset=acoustic_only top_k=20 model=rf:n200 bal_acc=0.532 auroc=0.538
pd_ctp_pooled_rich: subset=acoustic_only top_k=20 model=svm:linear_c1 bal_acc=0.531 auroc=0.527
pd_ctp_pooled_rich: subset=acoustic_only top_k=20 model=svm:rbf_c1 bal_acc=0.533 auroc=0.534
pd_ctp_pooled_rich: subset=acoustic_only top_k=50 model=lr:c1 bal_acc=0.528 auroc=0.528
pd_ctp_pooled_rich: subset=acoustic_only top_k=50 model=dt:depth20 bal_acc=0.561 auroc=0.588
pd_ctp_pooled_rich: subset=acoustic_only top_k=50 model=rf:n200 bal_acc=0.534 auroc=0.545
pd_ctp_pooled_rich: subset=acoustic_only top_k=50 model=svm:linear_c1 bal_acc=0.530 auroc=0.525
pd_ctp_pooled_rich: subset=acoustic_only top_k=50 model=svm:rbf_c1 bal_acc=0.541 auroc=0.534
pd_ctp_pooled_rich: subset=acoustic_only top_k=100 model=lr:c1 bal_acc=0.549 auroc=0.566
pd_ctp_pooled_rich: subset=acoustic_only top_k=100 model=dt:depth20 bal_acc=0.551 auroc=0.567
pd_ctp_pooled_rich: subset=acoustic_only top_k=100 model=rf:n200 bal_acc=0.536 auroc=0.541
pd_ctp_pooled_rich: subset=acoustic_only top_k=100 model=svm:linear_c1 bal_acc=0.543 auroc=0.445
pd_ctp_pooled_rich: subset=acoustic_only top_k=100 model=svm:rbf_c1 bal_acc=0.541 auroc=0.533
pd_ctp_pooled_rich: subset=acoustic_only top_k=all model=lr:c1 bal_acc=0.555 auroc=0.576
pd_ctp_pooled_rich: subset=acoustic_only top_k=all model=dt:depth20 bal_acc=0.550 auroc=0.568
pd_ctp_pooled_rich: subset=acoustic_only top_k=all model=rf:n200 bal_acc=0.527 auroc=0.535
pd_ctp_pooled_rich: subset=acoustic_only top_k=all model=svm:linear_c1 bal_acc=0.549 auroc=0.560
pd_ctp_pooled_rich: subset=acoustic_only top_k=all model=svm:rbf_c1 bal_acc=0.539 auroc=0.533
pd_ctp_pooled_rich: subset=text_plus_pause top_k=5 model=lr:c1 bal_acc=0.700 auroc=0.738
pd_ctp_pooled_rich: subset=text_plus_pause top_k=5 model=dt:depth20 bal_acc=0.687 auroc=0.682
pd_ctp_pooled_rich: subset=text_plus_pause top_k=5 model=rf:n200 bal_acc=0.711 auroc=0.762
pd_ctp_pooled_rich: subset=text_plus_pause top_k=5 model=svm:linear_c1 bal_acc=0.699 auroc=0.727
pd_ctp_pooled_rich: subset=text_plus_pause top_k=5 model=svm:rbf_c1 bal_acc=0.684 auroc=0.720
pd_ctp_pooled_rich: subset=text_plus_pause top_k=10 model=lr:c1 bal_acc=0.706 auroc=0.762
pd_ctp_pooled_rich: subset=text_plus_pause top_k=10 model=dt:depth20 bal_acc=0.697 auroc=0.727
pd_ctp_pooled_rich: subset=text_plus_pause top_k=10 model=rf:n200 bal_acc=0.705 auroc=0.781
pd_ctp_pooled_rich: subset=text_plus_pause top_k=10 model=svm:linear_c1 bal_acc=0.686 auroc=0.738
pd_ctp_pooled_rich: subset=text_plus_pause top_k=10 model=svm:rbf_c1 bal_acc=0.681 auroc=0.741
pd_ctp_pooled_rich: subset=text_plus_pause top_k=20 model=lr:c1 bal_acc=0.706 auroc=0.781
pd_ctp_pooled_rich: subset=text_plus_pause top_k=20 model=dt:depth20 bal_acc=0.679 auroc=0.678
pd_ctp_pooled_rich: subset=text_plus_pause top_k=20 model=rf:n200 bal_acc=0.726 auroc=0.793
pd_ctp_pooled_rich: subset=text_plus_pause top_k=20 model=svm:linear_c1 bal_acc=0.692 auroc=0.771
pd_ctp_pooled_rich: subset=text_plus_pause top_k=20 model=svm:rbf_c1 bal_acc=0.705 auroc=0.779
pd_ctp_pooled_rich: subset=text_plus_pause top_k=50 model=lr:c1 bal_acc=0.711 auroc=0.808
pd_ctp_pooled_rich: subset=text_plus_pause top_k=50 model=dt:depth20 bal_acc=0.721 auroc=0.725
pd_ctp_pooled_rich: subset=text_plus_pause top_k=50 model=rf:n200 bal_acc=0.720 auroc=0.844
pd_ctp_pooled_rich: subset=text_plus_pause top_k=50 model=svm:linear_c1 bal_acc=0.712 auroc=0.801
pd_ctp_pooled_rich: subset=text_plus_pause top_k=50 model=svm:rbf_c1 bal_acc=0.728 auroc=0.828
pd_ctp_pooled_rich: subset=text_plus_pause top_k=100 model=lr:c1 bal_acc=0.714 auroc=0.800
pd_ctp_pooled_rich: subset=text_plus_pause top_k=100 model=dt:depth20 bal_acc=0.712 auroc=0.714
pd_ctp_pooled_rich: subset=text_plus_pause top_k=100 model=rf:n200 bal_acc=0.715 auroc=0.838
pd_ctp_pooled_rich: subset=text_plus_pause top_k=100 model=svm:linear_c1 bal_acc=0.732 auroc=0.798
pd_ctp_pooled_rich: subset=text_plus_pause top_k=100 model=svm:rbf_c1 bal_acc=0.715 auroc=0.819
pd_ctp_pooled_rich: subset=text_plus_pause top_k=all model=lr:c1 bal_acc=0.714 auroc=0.800
pd_ctp_pooled_rich: subset=text_plus_pause top_k=all model=dt:depth20 bal_acc=0.704 auroc=0.705
pd_ctp_pooled_rich: subset=text_plus_pause top_k=all model=rf:n200 bal_acc=0.721 auroc=0.848
pd_ctp_pooled_rich: subset=text_plus_pause top_k=all model=svm:linear_c1 bal_acc=0.732 auroc=0.798
pd_ctp_pooled_rich: subset=text_plus_pause top_k=all model=svm:rbf_c1 bal_acc=0.715 auroc=0.819
pd_ctp_pooled_rich: subset=text_plus_pause_plus_graph top_k=5 model=lr:c1 bal_acc=0.700 auroc=0.738
pd_ctp_pooled_rich: subset=text_plus_pause_plus_graph top_k=5 model=dt:depth20 bal_acc=0.687 auroc=0.682
pd_ctp_pooled_rich: subset=text_plus_pause_plus_graph top_k=5 model=rf:n200 bal_acc=0.711 auroc=0.762
pd_ctp_pooled_rich: subset=text_plus_pause_plus_graph top_k=5 model=svm:linear_c1 bal_acc=0.699 auroc=0.727
pd_ctp_pooled_rich: subset=text_plus_pause_plus_graph top_k=5 model=svm:rbf_c1 bal_acc=0.684 auroc=0.720
pd_ctp_pooled_rich: subset=text_plus_pause_plus_graph top_k=10 model=lr:c1 bal_acc=0.706 auroc=0.762
pd_ctp_pooled_rich: subset=text_plus_pause_plus_graph top_k=10 model=dt:depth20 bal_acc=0.697 auroc=0.727
pd_ctp_pooled_rich: subset=text_plus_pause_plus_graph top_k=10 model=rf:n200 bal_acc=0.705 auroc=0.781
pd_ctp_pooled_rich: subset=text_plus_pause_plus_graph top_k=10 model=svm:linear_c1 bal_acc=0.686 auroc=0.738
pd_ctp_pooled_rich: subset=text_plus_pause_plus_graph top_k=10 model=svm:rbf_c1 bal_acc=0.681 auroc=0.741
pd_ctp_pooled_rich: subset=text_plus_pause_plus_graph top_k=20 model=lr:c1 bal_acc=0.706 auroc=0.781
pd_ctp_pooled_rich: subset=text_plus_pause_plus_graph top_k=20 model=dt:depth20 bal_acc=0.679 auroc=0.678
pd_ctp_pooled_rich: subset=text_plus_pause_plus_graph top_k=20 model=rf:n200 bal_acc=0.726 auroc=0.793
pd_ctp_pooled_rich: subset=text_plus_pause_plus_graph top_k=20 model=svm:linear_c1 bal_acc=0.692 auroc=0.771
pd_ctp_pooled_rich: subset=text_plus_pause_plus_graph top_k=20 model=svm:rbf_c1 bal_acc=0.705 auroc=0.779
pd_ctp_pooled_rich: subset=text_plus_pause_plus_graph top_k=50 model=lr:c1 bal_acc=0.714 auroc=0.808
pd_ctp_pooled_rich: subset=text_plus_pause_plus_graph top_k=50 model=dt:depth20 bal_acc=0.711 auroc=0.714
pd_ctp_pooled_rich: subset=text_plus_pause_plus_graph top_k=50 model=rf:n200 bal_acc=0.716 auroc=0.834
pd_ctp_pooled_rich: subset=text_plus_pause_plus_graph top_k=50 model=svm:linear_c1 bal_acc=0.709 auroc=0.793
pd_ctp_pooled_rich: subset=text_plus_pause_plus_graph top_k=50 model=svm:rbf_c1 bal_acc=0.734 auroc=0.830
pd_ctp_pooled_rich: subset=text_plus_pause_plus_graph top_k=100 model=lr:c1 bal_acc=0.717 auroc=0.800
pd_ctp_pooled_rich: subset=text_plus_pause_plus_graph top_k=100 model=dt:depth20 bal_acc=0.689 auroc=0.680
pd_ctp_pooled_rich: subset=text_plus_pause_plus_graph top_k=100 model=rf:n200 bal_acc=0.718 auroc=0.850
pd_ctp_pooled_rich: subset=text_plus_pause_plus_graph top_k=100 model=svm:linear_c1 bal_acc=0.728 auroc=0.791
pd_ctp_pooled_rich: subset=text_plus_pause_plus_graph top_k=100 model=svm:rbf_c1 bal_acc=0.728 auroc=0.820
pd_ctp_pooled_rich: subset=text_plus_pause_plus_graph top_k=all model=lr:c1 bal_acc=0.717 auroc=0.800
pd_ctp_pooled_rich: subset=text_plus_pause_plus_graph top_k=all model=dt:depth20 bal_acc=0.714 auroc=0.706
pd_ctp_pooled_rich: subset=text_plus_pause_plus_graph top_k=all model=rf:n200 bal_acc=0.712 auroc=0.847
pd_ctp_pooled_rich: subset=text_plus_pause_plus_graph top_k=all model=svm:linear_c1 bal_acc=0.728 auroc=0.791
pd_ctp_pooled_rich: subset=text_plus_pause_plus_graph top_k=all model=svm:rbf_c1 bal_acc=0.728 auroc=0.820
pd_ctp_pooled_rich: subset=text_plus_pause_plus_acoustic top_k=5 model=lr:c1 bal_acc=0.700 auroc=0.738
pd_ctp_pooled_rich: subset=text_plus_pause_plus_acoustic top_k=5 model=dt:depth20 bal_acc=0.687 auroc=0.682
pd_ctp_pooled_rich: subset=text_plus_pause_plus_acoustic top_k=5 model=rf:n200 bal_acc=0.711 auroc=0.762
pd_ctp_pooled_rich: subset=text_plus_pause_plus_acoustic top_k=5 model=svm:linear_c1 bal_acc=0.699 auroc=0.727
pd_ctp_pooled_rich: subset=text_plus_pause_plus_acoustic top_k=5 model=svm:rbf_c1 bal_acc=0.684 auroc=0.720
pd_ctp_pooled_rich: subset=text_plus_pause_plus_acoustic top_k=10 model=lr:c1 bal_acc=0.706 auroc=0.762
pd_ctp_pooled_rich: subset=text_plus_pause_plus_acoustic top_k=10 model=dt:depth20 bal_acc=0.697 auroc=0.727
pd_ctp_pooled_rich: subset=text_plus_pause_plus_acoustic top_k=10 model=rf:n200 bal_acc=0.705 auroc=0.781
pd_ctp_pooled_rich: subset=text_plus_pause_plus_acoustic top_k=10 model=svm:linear_c1 bal_acc=0.686 auroc=0.738
pd_ctp_pooled_rich: subset=text_plus_pause_plus_acoustic top_k=10 model=svm:rbf_c1 bal_acc=0.681 auroc=0.741
pd_ctp_pooled_rich: subset=text_plus_pause_plus_acoustic top_k=20 model=lr:c1 bal_acc=0.706 auroc=0.781
pd_ctp_pooled_rich: subset=text_plus_pause_plus_acoustic top_k=20 model=dt:depth20 bal_acc=0.679 auroc=0.678
pd_ctp_pooled_rich: subset=text_plus_pause_plus_acoustic top_k=20 model=rf:n200 bal_acc=0.726 auroc=0.793
pd_ctp_pooled_rich: subset=text_plus_pause_plus_acoustic top_k=20 model=svm:linear_c1 bal_acc=0.692 auroc=0.771
pd_ctp_pooled_rich: subset=text_plus_pause_plus_acoustic top_k=20 model=svm:rbf_c1 bal_acc=0.705 auroc=0.779
pd_ctp_pooled_rich: subset=text_plus_pause_plus_acoustic top_k=50 model=lr:c1 bal_acc=0.711 auroc=0.808
