run_name,subset,top_k,num_features,model_family,model_variant,balanced_accuracy,macro_f1,sensitivity,specificity,precision,auroc,auprc
language_en_all_rich,text_plus_pause_plus_graph,5,5,rf,n200,0.7068650995243153,0.7384251576501826,0.4491525423728814,0.9645776566757494,0.803030303030303,0.775469911790514,0.5929821726933466
language_en_all_rich,text_plus_pause_plus_acoustic,5,5,rf,n200,0.7068650995243153,0.7384251576501826,0.4491525423728814,0.9645776566757494,0.803030303030303,0.775469911790514,0.5929821726933466
language_en_all_rich,all_universal,50,50,rf,n200,0.7067150048492126,0.7407876230661041,0.4406779661016949,0.9727520435967303,0.8387096774193549,0.8354038701334688,0.7337492770421522
language_en_all_rich,text_plus_pause_plus_graph,50,50,svm,linear_c1,0.7066919133607352,0.6959816126336164,0.5932203389830508,0.8201634877384196,0.5147058823529411,0.7917840483997599,0.6404542376976612
language_en_all_rich,text_plus_pause,50,50,svm,linear_c1,0.7065418186856325,0.6982222222222223,0.5847457627118644,0.8283378746594006,0.5227272727272727,0.7793261903662311,0.6227956975734321
language_en_all_rich,text_only,100,62,rf,n200,0.7062647208239043,0.7480257689110557,0.4152542372881356,0.997275204359673,0.98,0.837874659400545,0.737749343957842
language_en_all_rich,text_plus_pause,100,83,rf,n200,0.7062647208239043,0.7480257689110557,0.4152542372881356,0.997275204359673,0.98,0.8308202096707155,0.7372426584963637
language_en_all_rich,text_plus_pause_plus_acoustic,50,50,lr,c1,0.704717591095922,0.6809610324520736,0.635593220338983,0.773841961852861,0.47468354430379744,0.7953863206022261,0.6596126006195914
language_en_all_rich,all_universal,20,20,lr,c1,0.7044174017457165,0.6854934728069056,0.6186440677966102,0.7901907356948229,0.4866666666666667,0.7824550870549116,0.6138791788508068
language_en_all_rich,text_only,20,20,lr,c1,0.7044174017457165,0.6854934728069056,0.6186440677966102,0.7901907356948229,0.4866666666666667,0.7824550870549116,0.6138791788508068
language_en_all_rich,text_plus_pause,20,20,lr,c1,0.7044174017457165,0.6854934728069056,0.6186440677966102,0.7901907356948229,0.4866666666666667,0.7824550870549116,0.6138791788508068
language_en_all_rich,text_plus_pause_plus_graph,20,20,lr,c1,0.7044174017457165,0.6854934728069056,0.6186440677966102,0.7901907356948229,0.4866666666666667,0.7824550870549116,0.6138791788508068
language_en_all_rich,text_plus_pause_plus_acoustic,20,20,lr,c1,0.7044174017457165,0.6854934728069056,0.6186440677966102,0.7901907356948229,0.4866666666666667,0.7824550870549116,0.6138791788508068
language_en_all_rich,text_only,50,50,rf,n200,0.7035399251835773,0.743235294117647,0.4152542372881356,0.9918256130790191,0.9423076923076923,0.8370664573038378,0.7306898504736781
language_en_all_rich,text_plus_pause_plus_graph,50,50,dt,depth20,0.7030665496697917,0.7054013643584711,0.5423728813559322,0.8637602179836512,0.5614035087719298,0.7045328591881033,0.4195705543323568
language_en_all_rich,text_plus_pause,50,50,lr,c1,0.703055003925553,0.68364365298644,0.6186440677966102,0.7874659400544959,0.48344370860927155,0.7883203251281578,0.6355597763569399
language_en_all_rich,text_plus_pause_plus_acoustic,all,188,dt,depth20,0.7020043411998338,0.6990989760315103,0.559322033898305,0.8446866485013624,0.5365853658536586,0.7020043411998337,0.40734051303469526
language_en_all_rich,all_universal,50,50,lr,c1,0.7006303976354316,0.6754742231143893,0.635593220338983,0.7656675749318801,0.4658385093167702,0.8034683415692977,0.6723656794117112
language_en_all_rich,text_only,100,62,dt,depth20,0.6976169583891378,0.6976169583891378,0.5423728813559322,0.8528610354223434,0.5423728813559322,0.6969934882002494,0.40342028927398105
language_en_all_rich,text_plus_pause_plus_graph,50,50,lr,c1,0.6960929201496329,0.6766666666666666,0.6101694915254238,0.782016348773842,0.47368421052631576,0.8005357225326745,0.6553995971163306
language_en_all_rich,all_universal,50,50,svm,linear_c1,0.6957927307994274,0.6810173804286885,0.5932203389830508,0.7983651226158038,0.4861111111111111,0.7927769824042858,0.6510044714234291
language_en_all_rich,all_universal,50,50,dt,depth20,0.6945919733986052,0.6979435957696827,0.5254237288135594,0.8637602179836512,0.5535714285714286,0.6959197339860528,0.4098337375246339
language_en_all_rich,text_plus_pause,all,83,dt,depth20,0.6945919733986052,0.6979435957696827,0.5254237288135594,0.8637602179836512,0.5535714285714286,0.6945919733986052,0.40632348169042215
